start;end;path;frequency
wonderland;tom_mankiewicz;[moviedirectedbydirector,actorstarredinmovie,moviedirectedbydirector];8
taxi_driver;departed;[moviedirectedbydirector,directordirectedmovie];8
a_clockwork_orange;jack_nicholson;[moviedirectedbydirector,directordirectedmovie,moviestaractor];8
raging_bull;robert_de_niro;[moviestaractor,actorstarredinmovie,moviestaractor];8
godfather;mccoy_tyner;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
taxi_driver;hugh_grant;[moviestaractor,hasspouse,hasspouse];8
godfather;ringo;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
dark_knight;spike_jonze;[moviestaractor,husbandof,hasspouse];8
raging_bull;tropic_thunder;[moviestaractor,hasspouse,hasspouse];8
click;services;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
godfather;kris_kristofferson;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;francis_ford_coppola;[moviedirectedbydirector,directorworkedwithactor,actorworkedwithdirector];8
wonderland;tim_burton;[moviedirectedbydirector,actorstarredinmovie,moviestaractor];8
raging_bull;david_fincher;[moviestaractor,hasspouse,hasspouse];8
sunset_blvd;billy_wilder;[moviedirectedbydirector];8
raging_bull;mickey_rourke;[moviestaractor,hasspouse,hasspouse];8
the_shining;a_clockwork_orange;[moviedirectedbydirector,directordirectedmovie];8
short_cuts;short_cuts;[moviedirectedbydirector,directordirectedmovie];8
taxi_driver;russell_crowe;[moviestaractor,hasspouse,hasspouse];8
maverick;braveheart;[moviestaractor,actorstarredinmovie];8
godfather;tenor;[creativeworkcontributedtobyagent,agentcollaborateswithagent,musicianplaysinstrument];8
braveheart;apocalypto;[moviedirectedbydirector,directordirectedmovie];8
taxi_driver;robert_redford;[moviestaractor,hasspouse,hasspouse];8
star_wars;george_lucas;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];8
rush_hour;rush_hour_3;[moviestaractor,actorstarredinmovie];8
taxi_driver;mickey_rourke;[moviestaractor,hasspouse,hasspouse];8
the_haunting;the_sand_pebbles;[moviedirectedbydirector,directordirectedmovie];8
godfather;liam_gallagher;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
memento;christopher_nolan;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];8
godfather;john;[moviedirectedbydirector,directordirectedmovie,creativeworkcontributedtobyagent];8
minority_report;edward_zwick;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];8
godfather;kiss;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;steve_earle;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
raging_bull;jamie_dixon;[moviestaractor,hasspouse,agentcollaborateswithagent];8
dead_man_walking;susan_sarandon;[moviestaractor,actorstarredinmovie,moviestaractor];8
godfather;roy_orbison;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
raging_bull;raging_bull;[moviestaractor,actorstarredinmovie];8
taxi_driver;cary_grant;[moviestaractor,hasspouse,hasspouse];8
minority_report;minority_report;[moviestaractor,actorstarredinmovie];8
raging_bull;the_departed;[moviedirectedbydirector,directordirectedmovie];8
saving_private_ryan;saving_private_ryan;[moviedirectedbydirector,directordirectedmovie];8
taxi_driver;salma_hayek;[moviestaractor,hasspouse,hasspouse];8
saving_private_ryan;sun;[moviedirectedbydirector,directordirectedmovie];8
godfather;album;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
rush_hour;brett_ratner;[moviedirectedbydirector];8
star_wars;presumed_innocent;[moviestaractor,actorstarredinmovie];8
godfather;songs;[creativeworkcontributedtobyagent,agentcollaborateswithagent,musicianplaysinstrument];8
wonderland;batman;[moviedirectedbydirector,directordirectedmovie];8
godfather;cyndi_lauper;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
click;career;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
raging_bull;devin_harris;[moviestaractor,hasspouse,agentcollaborateswithagent];8
driving_miss_daisy;jessica_tandy;[moviestaractor,agentcontributedtocreativework,creativeworkcontributedtobyagent];8
star_wars;harrison_ford;[moviestaractor,hasspouse,hasspouse];8
short_cuts;mash;[moviedirectedbydirector,directordirectedmovie];8
godfather;rufus_wainwright;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;eminem;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
action_movies;armageddon;[moviessuchasmovies,moviestaractor,actorstarredinmovie];8
brokeback_mountain;jake_gyllenhaal;[moviestaractor];8
ring;center;[createdbyagent,agentcreated,createdbyagent];8
ali;ali;[moviestaractor,actorstarredinmovie];8
raging_bull;martin_scorscese;[moviedirectedbydirector];8
dark_knight;heath_ledger;[moviestaractor,husbandof,hashusband];8
taxi_driver;edward_norton;[moviestaractor,hasspouse,hasspouse];8
saving_private_ryan;spielberg;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];8
the_haunting;robert_wise;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];8
american_beauty;jarhead;[moviestaractor,actorstarredinmovie];8
wonderland;wonderland;[moviedirectedbydirector,directordirectedmovie];8
braveheart;randall_wallace;[moviedirectedbydirector,actorstarredinmovie,moviedirectedbydirector];8
brokeback_mountain;heath_ledger002;[moviestaractor,actorstarredinmovie,creativeworkcontributedtobyagent];8
minority_report;state;[moviestaractor,hasfamilymember,personattendsschool];8
dark_knight;jake_gyllenhaal;[moviestaractor,actorstarredinmovie,moviestaractor];8
click;work;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
saving_private_ryan;colin_hanks;[moviestaractor,husbandof,parentofperson];8
godfather;electric_guitar;[creativeworkcontributedtobyagent,agentcollaborateswithagent,musicianplaysinstrument];8
saving_private_ryan;rita_wilson;[moviestaractor,husbandof];8
click;teams;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
wonderland;jack_nicholson;[moviedirectedbydirector,directordirectedmovie,moviestaractor];8
braveheart;maverick;[moviestaractor,actorstarredinmovie];8
click;fans;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
the_hurricane;the_hurricane;[moviedirectedbydirector,directordirectedmovie];8
taxi_driver;raging_bull;[moviestaractor,actorstarredinmovie];8
click;case;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
braveheart;the_patriot;[moviedirectedbydirector,actorstarredinmovie];8
raging_bull;pamela_anderson_lee;[moviestaractor,hasspouse,hasspouse];8
wizard_of_oz;judy_garland;[moviestaractor,actorstarredinmovie,moviestaractor];8
raging_bull;angelina;[moviestaractor,hasspouse,hasfamilymember];8
the_maltese_falcon;the_maltese_falcon;[moviestaractor,actorstarredinmovie];8
click;direction;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
godfather;bass;[creativeworkcontributedtobyagent,agentcollaborateswithagent,musicianplaysinstrument];8
minority_report;jerry_maguire;[moviestaractor,actorstarredinmovie];8
maverick;apocalypto;[moviestaractor,directordirectedmovie];8
click;six;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
raging_bull;ange;[moviestaractor,hasspouse,hasspouse];8
brokeback_mountain;jack_nicholson;[moviestaractor,actorstarredinmovie,moviestaractor];8
godfather;phil_spector;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;dolly_parton;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
the_maltese_falcon;john_huston;[moviedirectedbydirector];8
minority_report;rosario_dawson;[moviestaractor,hasfamilymember,hasspouse];8
godfather;apocalypse;[moviedirectedbydirector,directordirectedmovie];8
godfather;steely_dan;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
the_shining;jack_nicholson;[moviestaractor];8
iron_giant;iron_giant;[moviedirectedbydirector,directordirectedmovie];8
braveheart;mel_gibson;[moviestaractor];8
godfather;jeff_tweedy;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;bass_guitar;[creativeworkcontributedtobyagent,agentcollaborateswithagent,musicianplaysinstrument];8
taxi_driver;leonardo_dicaprio;[moviedirectedbydirector,directordirectedmovie,moviestaractor];8
wonderland;chris_nolan;[moviedirectedbydirector,actorstarredinmovie,moviedirectedbydirector];8
godfather;guitar;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentinvolvedwithitem];8
the_shining;eyes_wide_shut;[moviedirectedbydirector,directordirectedmovie];8
rush_hour;jackie_chan_and_chris_tucker;[moviestaractor];8
minority_report;renee_zellweger;[moviestaractor,actorstarredinmovie,moviestaractor];8
taxi_driver;grace_hightower;[moviestaractor,hasspouse];8
citizen_kane;orson_welles;[moviestaractor,actorstarredinmovie,creativeworkcontributedtobyagent];8
indiana_jones;harrison_ford;[moviestaractor,actorstarredinmovie,moviestaractor];8
godfather;the_band;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;pops_staples;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
violence;david_cronenberg;[moviedirectedbydirector];8
click;team;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
maverick;mel_gibson;[moviestaractor];8
godfather;benny_goodman;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
click;terms;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
godfather;annie_lennox;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;chuck_berry;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
click;result;[createdbyagent,controlledbyagent,agentparticipatedinevent];8
godfather;acoustic_bass;[creativeworkcontributedtobyagent,agentcollaborateswithagent,musicianplaysinstrument];8
the_shining;steven_spielberg;[inverseofmoviessuchasmovies,moviessuchasmovies,moviedirectedbydirector];8
action_movies;bruce_willis;[moviessuchasmovies,moviestaractor];8
taxi_driver;dustin_hoffman;[moviestaractor,hasspouse,hasspouse];8
braveheart;braveheart;[moviestaractor,directordirectedmovie];8
gone_with_the_wind;vivien_leigh;[moviestaractor,actorstarredinmovie,moviestaractor];8
godfather;bukka_white;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
click;new_orleans;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
american_beauty;wes_bentley;[moviestaractor,actorstarredinmovie,moviestaractor];8
taxi_driver;angeline_jolie;[moviestaractor,hasspouse,hasspouse];8
godfather;los_lobos;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;stevie_ray_vaughan;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
violence;violence;[moviedirectedbydirector,directordirectedmovie];8
raging_bull;brian_de_palma;[moviestaractor,actorworkedwithdirector];8
godfather;robert_plant;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
brokeback_mountain;tim_burton;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];8
raging_bull;edward_norton;[moviestaractor,hasspouse,hasspouse];8
godfather;drums;[creativeworkcontributedtobyagent,agentcollaborateswithagent,musicianplaysinstrument];8
raging_bull;leonardo_dicaprio;[moviedirectedbydirector,directordirectedmovie,moviestaractor];8
godfather;sax;[creativeworkcontributedtobyagent,agentcollaborateswithagent,musicianplaysinstrument];8
godfather;cat_stevens;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
minority_report;few_good_men;[moviestaractor,actorstarredinmovie];8
godfather;black_sabbath;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
brokeback_mountain;jake_gyllenhaal;[moviestaractor,actorstarredinmovie,moviestaractor];8
godfather;art_blakey;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;bach;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
ali;will_smith;[moviestaractor];8
godfather;debussy;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;levon_helm;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
fargo;joel_coen;[moviestaractor,actorstarredinmovie,moviestaractor];8
godfather;mose_allison;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
braveheart;randall_wallace;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];8
taxi_driver;cameron_diaz;[moviestaractor,hasspouse,hasspouse];8
the_silence_of_the_lambs;william_fichtner;[moviestaractor,actorworkedwithdirector,directorworkedwithactor];8
click;new;[createdbyagent,controlledbyagent,superpartof];8
the_hurricane;norman_jewison;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];8
godfather;francis_ford_coppola;[creativeworkcontributedtobyagent,agentcontributedtocreativework,moviedirectedbydirector];8
braveheart;lethal_weapon;[moviestaractor,actorstarredinmovie];8
american_beauty;sam_mendes;[moviestaractor];8
godfather;merle_travis;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
little_buddha;bernardo_bertolucci;[moviedirectedbydirector];8
godfather;diana_ross;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
dark_knight;chris_nolan;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];8
click;brother_international;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
godfather;metallica;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
somewhere_in_time;richard_matheson;[createdbyagent,agentcreated,bookwriter];8
showboat;las_vegas;[subpartof,cityattractions,atlocation];8
brokeback_mountain;dark_knight;[moviestaractor,actorstarredinmovie];8
transformers;pearl_harbor;[moviedirectedbydirector,directordirectedmovie];8
raging_bull;russell_crowe;[moviestaractor,hasspouse,hasspouse];8
saving_private_ryan;steven_spielberg;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];8
the_matrix;matrix;[moviestaractor,actorstarredinmovie];8
click;schedule;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
short_cuts;robert_altman;[moviedirectedbydirector];8
godfather;boy_george;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
mask;jim_carrey;[moviestaractor,actorstarredinmovie,moviestaractor];8
godfather;marlon_brando;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
the_silence_of_the_lambs;contact;[moviestaractor,actorstarredinmovie];8
braveheart;braveheart;[moviedirectedbydirector,actorstarredinmovie];8
raging_bull;martin_scorscese;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];8
gone_with_the_wind;vivien_leigh;[moviestaractor];8
ali;the_pursuit_of_happyness;[moviestaractor,actorstarredinmovie];8
godfather;nitty_gritty_dirt_band;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;gregg_allman;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;thelonius_monk;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
the_silence_of_the_lambs;neill_blomkamp;[moviestaractor,actorworkedwithdirector];8
godfather;stevie_wonder;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
action_movies;the_karate_kid;[moviessuchasmovies];8
citizen_kane;orson_welles;[moviestaractor];8
godfather;marilyn_manson;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;huey_lewis;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
rain_man;dustin_hoffman;[moviestaractor,actorstarredinmovie,moviestaractor];8
godfather;ringo_starr;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
minority_report;mission_impossible;[moviestaractor,actorstarredinmovie];8
click;veteran;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
godfather;billy_bragg;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
star_wars;indiana_jones;[moviestaractor,actorstarredinmovie];8
godfather;jeff_beck;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
wonderland;batman;[moviedirectedbydirector,actorstarredinmovie];8
godfather;sigourney_weaver;[moviestaractor,inverseofactorsuchasactor,actorsuchasactor];8
brokeback_mountain;brokeback_mountain;[moviedirectedbydirector,directordirectedmovie];8
godfather;clash;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;patty_griffin;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
the_shining;peter_benchley;[inverseofmoviessuchasmovies,moviessuchasmovies,createdbyagent];8
taxi_driver;michael_jordan;[moviestaractor,hasspouse,hasspouse];8
godfather;rodney_crowell;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;accordion;[creativeworkcontributedtobyagent,agentcollaborateswithagent,musicianplaysinstrument];8
click;access;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
raging_bull;martin_scorscese;[moviestaractor,agentcontributedtocreativework,moviedirectedbydirector];8
godfather;nicolas_cage;[moviedirectedbydirector,directorworkedwithactor];8
godfather;lynyrd_skynyrd;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;on_the_waterfront;[moviestaractor,actorstarredinmovie];8
godfather;roger_mcguinn;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;bob_seger;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
taxi_driver;brandon_paul;[moviestaractor,hasspouse,agentcollaborateswithagent];8
godfather;david_byrne;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;godfather;[moviedirectedbydirector,directordirectedmovie];8
the_haunting;the_haunting;[moviedirectedbydirector,directordirectedmovie];8
raging_bull;martin_scorsese;[moviedirectedbydirector];8
click;player;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
la_confidential;james_ellroy;[createdbyagent,agentcreated,bookwriter];8
godfather;gordon_lightfoot;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;clapton;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
jerry_maguire;cameron_crowe;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];8
taxi_driver;gladiator;[moviestaractor,hasspouse,hasspouse];8
raging_bull;dustin_hoffman;[moviestaractor,hasspouse,hasspouse];8
dark_knight;late_heath_ledger;[moviestaractor];8
the_maltese_falcon;the_maltese_falcon;[moviedirectedbydirector,directordirectedmovie];8
braveheart;mel_gibson;[moviestaractor,actorstarredinmovie,creativeworkcontributedtobyagent];8
action_movies;die_hard;[moviessuchasmovies];8
rush_hour;x_men;[moviedirectedbydirector,directordirectedmovie];8
godfather;bryan_adams;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
braveheart;apocalypto;[moviestaractor,directordirectedmovie];8
ring;comments;[createdbyagent,agentcreated,createdbyagent];8
godfather;television;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
dark_knight;batman;[moviestaractor,actorstarredinmovie];8
short_cuts;robert_altman;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];8
godfather;joe_strummer;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
raging_bull;departed;[moviedirectedbydirector,directordirectedmovie];8
godfather;movie_actors;[moviestaractor,inverseofactorsuchasactor];8
godfather;roy_rogers;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
action_movies;godzilla;[moviessuchasmovies];8
saving_private_ryan;jurassic_park;[moviedirectedbydirector,directordirectedmovie];8
raging_bull;the_age_of_innocence;[moviedirectedbydirector,directordirectedmovie];8
braveheart;mel_gibson;[moviedirectedbydirector];8
godfather;woody_guthrie;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;shirley_bassey;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
saving_private_ryan;tom_hanks;[moviedirectedbydirector,directordirectedmovie,moviestaractor];8
godfather;liza_minnelli;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;don_henley;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
minority_report;tom_cruise;[moviestaractor,husbandof,hashusband];8
godfather;sheryl_crow;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;prince;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
the_devil_wears_prada;anne_hathaway;[moviestaractor,actorstarredinmovie,moviestaractor];8
raging_bull;jennifer_aniston;[moviestaractor,hasspouse,haswife];8
minority_report;california;[moviestaractor,hasfamilymember,personmovedtostateorprovince];8
maverick;the_patriot;[moviestaractor,actorstarredinmovie];8
godfather;melissa_etheridge;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
sunset_blvd;the_private_life_of_sherlock_holmes;[moviedirectedbydirector,directordirectedmovie];8
godfather;cello;[creativeworkcontributedtobyagent,agentcollaborateswithagent,musicianplaysinstrument];8
click;washington;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
saving_private_ryan;e_t_;[moviedirectedbydirector,directordirectedmovie];8
raging_bull;robert_de_niro;[moviestaractor,actorworkedwithdirector,directorworkedwithactor];8
maverick;lethal_weapon;[moviestaractor,actorstarredinmovie];8
terminator;arnold_schwarzenegger;[moviestaractor,actorstarredinmovie,moviestaractor];8
minority_report;diane_keaton;[moviestaractor,hasfamilymember,hasspouse];8
godfather;keyboards;[creativeworkcontributedtobyagent,agentcollaborateswithagent,musicianplaysinstrument];8
wonderland;edward_scissorhands;[moviedirectedbydirector,directordirectedmovie];8
iron_giant;brad_bird;[moviedirectedbydirector];8
godfather;john_mellencamp;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;concert;[creativeworkcontributedtobyagent,agentcollaborateswithagent,musicianplaysinstrument];8
the_maltese_falcon;ingrid_bergman;[moviestaractor,actorstarredinmovie,moviestaractor];8
mississippi_burning;mississippi_burning;[moviedirectedbydirector,directordirectedmovie];8
godfather;jeff_buckley;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
click;data;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
the_shining;a_few_good_men;[moviestaractor,actorstarredinmovie];8
godfather;slide_guitar;[creativeworkcontributedtobyagent,agentcollaborateswithagent,musicianplaysinstrument];8
minority_report;tom_katie;[moviestaractor,hasfamilymember,hasspouse];8
godfather;r_e_m_;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
dark_knight;ang_lee;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];8
godfather;sonny_stitt;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
taxi_driver;obama;[moviestaractor,hasspouse,hasspouse];8
taxi_driver;pamela_anderson_lee;[moviestaractor,hasspouse,hasspouse];8
wonderland;jack_nicholson;[moviedirectedbydirector,actorstarredinmovie,moviestaractor];8
godfather;fan;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
click;policies;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
taxi_driver;kundun;[moviedirectedbydirector,directordirectedmovie];8
dark_knight;tim_burton;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];8
click;new_york;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
rush_hour;rush_hour;[moviedirectedbydirector,directordirectedmovie];8
godfather;drums;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentinvolvedwithitem];8
dark_knight;tom_mankiewicz;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];8
wonderland;johnny_depp;[moviedirectedbydirector,directordirectedmovie,moviestaractor];8
godfather;coldplay;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
raging_bull;hugh_grant;[moviestaractor,hasspouse,hasspouse];8
click;man;[createdbyagent,agentparticipatedinevent,eventhasparticipantagent];8
maverick;mad_max;[moviestaractor,actorstarredinmovie];8
godfather;marlon_brando;[moviedirectedbydirector,directordirectedmovie,moviestaractor];8
the_shining;the_shining;[moviedirectedbydirector,directordirectedmovie];8
godfather;dustin_hoffman;[moviestaractor,inverseofactorsuchasactor,actorsuchasactor];8
taxi_driver;cape_fear;[moviestaractor,agentcontributedtocreativework];8
minority_report;tom_cruise;[moviestaractor,hasfamilymember,hasfamilymember];8
godfather;wayne_shorter;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
the_shining;clockwork_orange;[moviedirectedbydirector,directordirectedmovie];8
star_wars;calista_flockhart;[moviestaractor,haswife];8
godfather;allman_brothers;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;john_hiatt;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
the_shining;tom_mankiewicz;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];8
godfather;the_cotton_club;[moviedirectedbydirector,directordirectedmovie];8
click;click;[createdbyagent,agentcreated,agentcreated];8
little_buddha;conformist;[moviedirectedbydirector,directordirectedmovie];8
transformers;michael_bay;[moviedirectedbydirector,directordirectedmovie,moviedirectedbydirector];8
godfather;robert_deniro;[moviestaractor,inverseofactorsuchasactor,actorsuchasactor];8
wizard_of_oz;judy_garland;[moviestaractor];8
wonderland;michael_keaton;[moviedirectedbydirector,directordirectedmovie,moviestaractor];8
american_beauty;sam_mendes;[moviestaractor,actorstarredinmovie,moviedirectedbydirector];8
click;states;[createdbyagent,controlledbyagent,geopoliticallocationcontainsstate];8
godfather;hermeto_pascoal;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;leon_redbone;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
saving_private_ryan;tom_hanks;[moviestaractor,husbandof,hashusband];8
a_clockwork_orange;thriller_movies;[moviedirectedbydirector,directordirectedmovie,inverseofmoviessuchasmovies];8
godfather;george_martin;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;duran_duran;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;foo_fighters;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
the_shining;space_odyssey;[moviedirectedbydirector,directordirectedmovie];8
citizen_kane;orson_welles;[moviedirectedbydirector,directordirectedmovie,moviestaractor];8
godfather;cecil_taylor;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;robbie_williams;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
godfather;fats_waller;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
wonderland;heath_ledger;[moviedirectedbydirector,actorstarredinmovie,moviestaractor];8
raging_bull;warner_brothers;[moviestaractor,hasspouse,hasspouse];8
maverick;mel_gibson;[moviestaractor,actorstarredinmovie,creativeworkcontributedtobyagent];8
godfather;lead_vocal;[creativeworkcontributedtobyagent,agentcollaborateswithagent,musicianplaysinstrument];8
godfather;lance_armstrong;[creativeworkcontributedtobyagent,agentcollaborateswithagent,agentcollaborateswithagent];8
