start;end;path;frequency
salmonella;egg;[bacteriacancauseillnessfromfood,agriculturalproductcookedwithagriculturalproduct,inverseofagriculturalproductcookedwithagricultureproduct];80
salmonella;crohn_disease;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;lime;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffooddecreasestheriskofdisease,fooddecreasestheriskofdisease];80
salmonella;heart_disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;breeds;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpredators];80
salmonella;heart_problems;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffooddecreasestheriskofdisease,fooddecreasestheriskofdisease];80
salmonella;lactose_intolerance;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;pervasive_developmental_disorder;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;anxiety_disorder;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
e__coli;e__coli;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition];80
salmonella;lions;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpreyson];80
salmonella;gender_identity_disorder;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
staphylococcus;infectious_diseases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;heart_diseases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;downs_syndrome;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;cancer_diagnosis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;type_2_diabetes;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffoodcancausedisease,foodcancausedisease];80
salmonella;diarrhoea;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;children;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease];80
salmonella;growth;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;asthma;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];80
salmonella;type_1_diabetes;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffoodcancausedisease,foodcancausedisease];80
e__coli;aspergers;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;add_;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;shigellosis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
e__coli;vaccines;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];80
salmonella;behavioural_difficulties;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;cfids;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;mood_disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;three_diseases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;mammals;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animalpreyson];80
salmonella;tumors;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;peppers;[bacteriacancauseillnessfromfood,agriculturalproductcookedwithagriculturalproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;spasticity;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;vegetables;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;puppies;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalistypeofanimal];80
salmonella;diabetes;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffoodcancausedisease,foodcancausedisease];80
salmonella;attention_deficit_disorder;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;cats;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,specializationof];80
campylobacter_jejuni;milk;[bacteriacancauseillnessfromfood,inverseofbakedgoodservedwithbeverage,bakedgoodservedwithbeverage];80
salmonella;rare_diseases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;smallpox;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;friends;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,agentcompeteswithagent];80
salmonella;syndromes;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;muscular_dystrophy;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;metabolic_syndrome;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;cardiac_disease;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;peanuts;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductcookedwithagriculturalproduct];80
e__coli;schizophrenia;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
staphylococcus;livestock;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpredators];80
salmonella;epilepsy;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];80
salmonella;potatoes;[bacteriacancauseillnessfromfood,agriculturalproductcookedwithagriculturalproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;dyscalculia;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;marfan_syndrome;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;hepatitis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;communication_difficulties;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
e__coli;dog;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpredators];80
salmonella;brain_tumour;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;obesity;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;search;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,agentcompeteswithagent];80
salmonella;malignancies;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffooddecreasestheriskofdisease,fooddecreasestheriskofdisease];80
salmonella;anemia;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffooddecreasestheriskofdisease,fooddecreasestheriskofdisease];80
salmonella;celiac_disease;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;blood_diseases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;dogs;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,generalizationof];80
escherichia_coli;animals;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpredators];80
salmonella;developmental_disorder;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;complex_medical_conditions;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;mental_disabilities;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;domestic_animals;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalistypeofanimal];80
salmonella;heart_conditions;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;communication_disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;heart_abnormalities;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;scoliosis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;serious_difficulties;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;chickpeas;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;salt;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;kidney_disease;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffooddecreasestheriskofdisease,fooddecreasestheriskofdisease];80
e__coli;infections;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;tourette_syndrome;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
staphylococcus;diseases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;such_disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;fowl;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animalistypeofanimal];80
escherichia_coli;egg;[bacteriacancauseillnessfromfood,agriculturalproductcookedwithagriculturalproduct,inverseofagriculturalproductcookedwithagricultureproduct];80
salmonella;conduct_disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;malaria;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;grass;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaleatfood];80
salmonella;significant_disabilities;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;basil_leaves;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductcookedwithagriculturalproduct];80
staphylococcus;ground_beef;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriacancauseillnessfromfood];80
salmonella;congenital;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;facial_deformities;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;small_animals;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaltypehasanimal];80
salmonella;blood_pressure;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffoodcancausedisease,foodcancausedisease];80
salmonella;psychological_problems;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;septicemia;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];80
salmonella;health_difficulties;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;birds;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,generalizationof];80
salmonella;salt;[bacteriacancauseillnessfromfood,agriculturalproductcookedwithagriculturalproduct,inverseofagriculturalproductcookedwithagricultureproduct];80
staphylococcus;stomach_ulcers;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];80
salmonella;brain_tumors;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;disabilites;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
staphylococcus;toxic_shock_syndrome;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];80
salmonella;hiv_aids_worldwide;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;common_childhood_diseases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;sids;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;chronic_fatigue_syndrome;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;tigers;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaltypehasanimal];80
escherichia_coli;creatures;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpredators];80
salmonella;cystic_fibrosis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;attention_deficits;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;hearing_impairment;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;regular_food;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaleatfood];80
salmonella;osteosarcoma;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;domestic_animals;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animaltypehasanimal];80
salmonella;chronic_mental_illness;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;pku_;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;deficiency;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;neuromuscular_diseases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;nut_allergies;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;growth_disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
escherichia_coli;oil;[bacteriacancauseillnessfromfood,agriculturalproductcookedwithagriculturalproduct,inverseofagriculturalproductcookedwithagricultureproduct];80
salmonella;hiv___aids;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
staphylococcus;animals;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalistypeofanimal];80
salmonella;autistic_spectrum_conditions;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;movement_disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;cucumber;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;leukaemia;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;chronic_disease;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;creatures;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,specializationof];80
salmonella;spices;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;control;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffoodcancausedisease,foodcancausedisease];80
salmonella;pepper;[bacteriacancauseillnessfromfood,agriculturalproductcookedwithagriculturalproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;development_disabilities;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;livestock;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalistypeofanimal];80
salmonella;ringworm;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;puppies;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaltypehasanimal];80
salmonella;pdd_nos;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;hib;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;hypothyroidism;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
staphylococcus;staphylococcus_aureus;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition];80
salmonella;prader_willi_syndrome;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
e__coli;stress;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];80
salmonella;language_disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;type_ii_diabetes;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;cf_;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;emotional_problems;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
staphylococcus;vaccines;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];80
salmonella;narcolepsy;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;dog;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaltypehasanimal];80
salmonella;tic_disorder;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;blood_disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;strep_throat;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
escherichia_coli;peppers;[bacteriacancauseillnessfromfood,agriculturalproductcookedwithagriculturalproduct,inverseofagriculturalproductcookedwithagricultureproduct];80
staphylococcus;livestock;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaltypehasanimal];80
salmonella;pasta;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductcookedwithagriculturalproduct];80
staphylococcus;mammals;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,agentcompeteswithagent];80
escherichia_coli;food_poisoning;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];80
salmonella;salt;[bacteriacancauseillnessfromfood,agriculturalproductcookedwithagriculturalproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;hypoglycemia;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffoodcancausedisease,foodcancausedisease];80
salmonella;a_t;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
staphylococcus;candidiasis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];80
salmonella;pine_nuts;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;heart_failure;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;common_cold;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;syndrom;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;spring_onions;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;leopards;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpredators];80
e__coli;disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
staphylococcus;infection;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;risk_factors;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;syndrome_increases;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;autistic_spectrum_disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;scorpions;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,inverseofarachnidiseatenbybird];80
salmonella;livestock;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalpreyson];80
salmonella;emotional_behavioral_disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;corn;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;celery;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;heart_defect;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;dogs;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,specializationof];80
escherichia_coli;peppers;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,inverseofagriculturalproductcookedwithagricultureproduct];80
salmonella;herbs;[bacteriacancauseillnessfromfood,agriculturalproductcookedwithagriculturalproduct,agriculturalproductcookedwithagriculturalproduct];80
salmonella;dystonia;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
staphylococcus;defects;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;mental_illnesses;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;high_blood_pressure;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffooddecreasestheriskofdisease,fooddecreasestheriskofdisease];80
salmonella;children;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalistypeofanimal];80
salmonella;separation_anxiety_disorder;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
escherichia_coli;creatures;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalistypeofanimal];80
salmonella;tigers;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animalistypeofanimal];80
salmonella;mental_health;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;cleft_lip;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;life_limiting_illness;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;brain_injury;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;hyperglycemia;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffoodcancausedisease,foodcancausedisease];80
salmonella;bronchial_asthma;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;behavioral_problems;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;multiple_sclerosis;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
staphylococcus;poisoning;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofbacteriaisthecausativeagentofphysiologicalcondition,bacteriaisthecausativeagentofphysiologicalcondition];80
salmonella;developmental_delay;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;complications;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofemotionassocietedwithdisease,emotionassociatedwithdisease];80
salmonella;peanut_allergies;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
campylobacter_jejuni;coffee;[bacteriacancauseillnessfromfood,inverseofbakedgoodservedwithbeverage,bakedgoodservedwithbeverage];80
salmonella;long_term_illnesses;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;gestational_diabetes;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffoodcancausedisease,foodcancausedisease];80
salmonella;earache;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;flea;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,mammalcanbeirritatedbyarthropod];80
salmonella;mental_disorders;[bacteriaisthecausativeagentofphysiologicalcondition,inverseofanimaldevelopdisease,animaldevelopdisease];80
salmonella;black_pepper;[bacteriacancauseillnessfromfood,inverseofagriculturalproductcookedwithagricultureproduct,inverseofagriculturalproductcookedwithagricultureproduct];80
campylobacter_jejuni;animals;[bacteriacancauseillnessfromfood,agriculturalproductcomingfromvertebrate,animalistypeofanimal];80
salmonella;asthma;[bacteriaisthecausativeagentofphysiologicalcondition,inverseoffooddecreasestheriskofdisease,fooddecreasestheriskofdisease];80
